word,part_of_speechs
"เค้า","adverb,preposition"
" ",""
"แต่","preposition,conjunction,adjective"
"ทำ","adverb"
"ยังไง","conjunction,particle,idiom"
"เค้า","verb,noun,adverb"
"ก็",""
"ไม่",""
"ยอม",""
"ปล่อยมือ",""
"ผม","conjunction,verb"
"ครับ","adverb,verb,pronoun"
" ",""
"ผม",""
"จะทำ","conjunction,particle,idiom"
"ยัง","verb,adjective,noun"
"ไร","verb"
"ดี",""
" ",""
"ผม","verb,phrase"
"พยายาม","conjunction,particle"
"รักษา","adjective,adverb"
"น้ำใจ","noun"
"ทั้ง","noun"
"2",""
"คนดี","adjective,adverb"
"ที่สุด","pronoun"
"แล้ว","conjunction,particle,idiom"
"ครับ","particle"
" ",""
"ผม",""
"ทราบ","adjective,adverb,preposition,conjunction"
"และ","verb"
"ต่อว่า","verb"
"ตัวเอง","verb"
"ว่า","adverb,verb,pronoun"
"ผม",""
"เป็น","verb"
"คน","adverb,pronoun"
"ผิด","adjective,adverb"
"ครับ","conjunction,preposition,particle,verb"
" ",""
"แต่","particle"
"จะมี","verb,transitive,intransitive,noun"
"วิธี","verb,noun"
"ไหน","pronoun,noun"
"ที่",""
"จบ","adjective,adverb"
"ปัญหา",""
"นี้","conjunction,particle,idiom"
"ได้","verb,transitive,intransitive"
"บ้าง","verb,noun,adverb"
" ",""
"ถ้า",""
"แฟน","pronoun,noun"
"ผม","conjunction,particle,idiom"
"ไม่","verb"
"ยอม","verb,transitive,intransitive,prefix,conjunction,preposition"
"แบบนี้","adverb"
" ",""
"ผม","pronoun,noun"
"ไม่อยากให้","adjective"
"เค้า",""
"เป็นอะไร","adverb,conjunction"
"เพราะ","adverb"
"ผม","noun,pronoun,verb,intransitive"
"จริงๆ","verb,transitive,intransitive"
" ",""
"ตอนนี้","adjective"
"ผม",""
"เครียด","conjunction,particle,idiom"
"มาก","verb"
" ",""
"สุขภาพจิต","conjunction,adjective"
"แย่","noun,classifier"
"จน","pronoun"
"ทำงาน",""
"ได้","verb,transitive,intransitive,noun,adjective"
"ไม่","verb"
"เต็มที่","verb"
" ",""
"น้อง","adverb,phrase"
"เค้า","conjunction,particle,idiom"
"ก็","verb"
"เครียด","verb"
" ",""
"ทุกข์ใจ","verb,intransitive"
" ",""
"มา","preposition,noun,verb,transitive,classifier"
"ตลอด","pronoun,noun"
" ",""
"ที่","noun,pronoun,verb,intransitive"
"ผม","phrase"
"ยัง","pronoun,noun"
"แก้ปัญหา","verb,transitive,intransitive,noun,adjective"
"ไม่ได้","verb,transitive,intransitive"
" ",""
"แฟน","noun,conjunction"
"ผม","adjective"
"ก็",""
"ทุกข์ใจ","conjunction,adjective"
"เหมือนกัน","noun,pronoun,verb,intransitive"
" ",""
"แต่","verb,particle,transitive,intransitive,noun"
"ความรู้สึก","noun,verb,transitive,adverb,intransitive,particle"
"ผม",""
"ไม่",""
"เหมือนเดิม",""
"ครับ",""
" ",""
"เหลือ",""
"เป็นความ","conjunction,preposition,particle,verb"
"ผูกพัน","conjunction,particle,idiom"
"ธ์",""
" ",""
"และ","noun"
"ความห่วงใย",""
"ที่มี","adverb"
"อยู่","pronoun,noun"
"",""
"36332979",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36332979",""
"/",""
"comment",""
"3",""
"-",""
"1",""
"|",""
"|",""
"ทุกข์ใจ","noun"
"มาก","verb,transitive,intransitive,noun,adjective"
"ครับ","verb,transitive,preposition,conjunction,noun,prefix"
"",""
"36332979",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36332979",""
"/",""
"comment",""
"5",""
"-",""
"2",""
"|",""
"|",""
"เห็นใจ","noun"
"และ","verb,transitive,intransitive,noun,adjective"
"เข้าใจ","verb,transitive,preposition,conjunction,noun,prefix"
"คุณ","verb,transitive,intransitive,noun,adjective"
"นะ",""
"คะ","adjective,noun"
" ",""
"และ","adjective,noun"
"ก็",""
"สงสาร","noun,classifier"
"เธอ","conjunction"
"เหมือนกัน","conjunction,particle,idiom"
"ที่","particle"
"เธอ",""
"ไม่ยอมรับ",""
"ความจริง","verb,noun,adjective"
" ",""
"เรา","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"ว่า","adverb,pronoun"
"เธอ","verb,noun"
"อ่อนแอ",""
"ที่ใจ","verb"
"มัน","adjective,adverb,noun"
"ก็เลย",""
"ส่งผล",""
"มา","verb"
"ที่","verb"
"ร่างกาย",""
" ",""
"เหมือน","adverb"
"จิต","verb,noun"
"สั่ง","conjunction,verb"
"ให้","verb"
"ป่วย","noun"
"(",""
"เคย","conjunction,preposition,particle,verb"
"ดู","noun,phrase"
"ใน","noun,adverb,adjective"
"ละคร",""
"น่ะ","noun,verb,adjective,preposition,particle,classifier"
"ค่ะ","noun,adverb,adjective"
")",""
" ",""
"เข้าใจว่า",""
"เธอ","verb,transitive,conjunction"
"คงรัก",""
"คุณ","adjective,noun"
"มาก","adjective,phrase"
"รัก","particle"
"จน","conjunction,preposition,particle,verb"
"ไม่","verb,noun"
"อยาก","verb"
"เสีย","prefix,noun"
"คุณ","adjective,noun"
"ไป","noun,adjective,adverb"
" ",""
"แต่","verb"
"ก็",""
"อย่างว่า","verb"
"ล่ะ","verb"
"เนอะ","adjective"
"จะเอา","noun"
"อะไร","verb,adjective,noun,preposition"
"กับ","noun,adjective"
"คน",""
"หมด","conjunction,preposition,particle,verb"
"รัก","pronoun,preposition,noun,conjunction,prefix,particle,classifier"
"และ","verb,transitive,intransitive,adjective"
"หมด","verb,transitive,conjunction"
"ใจ","noun"
"",""
"36332238",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36332238",""
"|",""
"|",""
"“",""
"F",""
"*",""
"ck",""
" ",""
"you",""
"…",""
" ",""
"บ้าน","verb,transitive,intransitive,noun,adjective"
"รู้จัก",""
"ฟุตบอล","adjective,noun"
"ไหม","conjunction,particle,idiom"
" ",""
"เล่น",""
"บอล","noun,classifier"
"เป็น","conjunction"
"เปล่า","conjunction,particle,idiom"
" ",""
"หรือ",""
"มีแต่",""
"ขี่","verb,noun,adjective"
"วัว","noun,classifier"
"ขี่","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"ควาย","adverb,pronoun"
"?",""
"”",""
" ",""
"ดี","adjective,adverb,noun"
"ท",""
"มาร์",""
" ",""
"ฮา","verb"
"มัน",""
"น์",""
" ",""
"ตะโกน","verb,noun"
"ด่า","conjunction,verb"
" ",""
"“",""
"คาร์",""
"”",""
" ",""
"เกียรติ","noun,adverb,adjective"
"ประ",""
"วุฒิ","noun,verb,adjective,preposition,particle,classifier"
" ",""
"สาย","verb,adjective"
"แวว","verb"
" ",""
"จาก","verb,transitive,conjunction"
"กลาง",""
"สนาม","adjective,noun"
"ระหว่าง","adjective,phrase"
"ซ้อม","particle"
" ",""
"มัน","verb,noun"
"ทำให้","verb"
"เขา","prefix,noun"
"จุก","adjective,noun"
"เล็กน้อย","noun,adjective,adverb"
"ว่า",""
"ทำไม","verb"
"คน",""
"ที่","verb"
"เขา","verb"
"เคย","adjective"
"ชื่นชอบ","noun"
"และ","verb,adjective,noun,preposition"
"ติดตาม","noun,adjective"
"ทาง",""
"โทรทัศน์","conjunction,preposition,particle,verb"
" ",""
"ถึง","verb,transitive,intransitive,adjective"
"ใช้","verb,transitive,conjunction"
"คำพูด","noun"
"ที่","noun,adjective"
"รุนแรง",""
"กับ","verb"
"เขา","noun"
"แบบนี้",""
" ",""
"ย้อนกลับ",""
"ไป","conjunction"
"ก่อนหน้า","noun"
"ที่จะ",""
"เกิด","verb"
"เหตุการณ์","verb,transitive,intransitive,noun,adjective"
"นี้","noun,preposition,verb,classifier"
"สัก","adverb,conjunction,pronoun"
"เล็กน้อย","conjunction,particle,idiom"
"ประมาณ","noun"
" ",""
"1",""
" ",""
"เดือน","verb,transitive,intransitive,noun,adjective"
".",""
".",""
".",""
"ระหว่าง","verb"
"ที่","noun"
" ",""
"“",""
"คาร์","verb,noun"
"”",""
" ",""
"เกียรติ","adjective,noun"
"ประ",""
"วุฒิ","conjunction"
" ",""
"สาย","noun"
"แวว","verb,transitive,intransitive,noun,adjective"
" ",""
"กองหลัง","noun"
"อ",""
"นา",""
"ค",""
"ต",""
"ไกล",""
" ",""
"กำลัง",""
"พักผ่อน",""
"อย่าง",""
"สบายใจ",""
"อยู่",""
"ที่บ้าน",""
"พัก",""
"ของตัวเอง",""
" ",""
"หลัง",""
"กลับ","verb,adjective,noun,preposition"
"จาก","adverb"
"การแข่งขัน","adjective,verb,noun,adverb,conjunction"
"เอ","verb,transitive,intransitive,prefix,conjunction,preposition"
"เชี่ยน",""
" ",""
"คัพ",""
" ",""
"2007",""
" ",""
"โทรศัพท์มือถือ","adjective"
"ดังขึ้น",""
".",""
".",""
".",""
"เขา",""
"กด","noun"
"รับ","verb,transitive,intransitive"
"แบบ","verb,transitive,intransitive,adjective,noun,adverb,particle"
"ไม่","noun,adjective"
"คิด","conjunction,particle,idiom"
"อะไร","verb"
" ",""
"“ฮัล",""
"โหล","adverb,noun,pronoun"
"”",""
" ",""
"คาร์","noun,verb"
"รับสาย","verb,noun,adverb"
" ",""
"“",""
"เตรียมตัว","adverb"
"ให้",""
"พร้อม","verb,transitive,conjunction"
"นะ","prefix"
" ",""
"เดี๋ยว",""
"เดินทาง",""
"ไป",""
"อังกฤษ","noun,phrase"
" ",""
"เพื่อ","verb,transitive,intransitive"
"เซ็นสัญญา",""
"กับ","conjunction,particle,idiom"
"แมน","phrase"
"เช",""
"สเตอร์","noun,classifier"
" ",""
"ซิ","particle"
"ตี้”",""
" ",""
"นี่","verb"
" ",""
"คือ","particle"
" ",""
"ข้อความ",""
"ที่","phrase"
"เขา","particle"
"พอ","adjective,verb,intransitive"
"จับใจ","adjective"
"ความ","verb,noun,adverb"
"ได้","particle"
"จาก","verb,transitive,intransitive,noun,adjective"
"ปลาย","verb,transitive,intransitive,noun,adjective"
"สาย","adjective,adverb"
" ",""
"ซึ่ง","noun"
"อ้างว่า","verb,transitive"
"เป็นตัวแทน","noun"
"จาก","conjunction,verb"
"สมาคม",""
"ฟุตบอล","verb,transitive,intransitive"
"แห่ง","noun,adjective"
"ประเทศ",""
"ไทย","noun,classifier"
" ",""
"“",""
"ครับ","prefix,noun"
" ",""
"ครับ","phrase"
" ",""
"ค","adverb,verb,pronoun"
"รับ","verb"
"”",""
" ",""
"เกียรติ",""
"ประ",""
"วุฒิ","adjective"
" ",""
"สาย",""
"แวว",""
" ",""
"พูด",""
"ตาม","verb"
"น้ำ","preposition,conjunction"
"ไป","verb,transitive,intransitive,adjective"
".",""
".",""
".",""
"แต่",""
"ในใจ",""
"คิดว่า",""
" ",""
"“",""
"กู",""
"โดน",""
"เพื่อน",""
"อำ",""
"ซิ",""
"นะ",""
" ",""
"เอา",""
"ให้",""
"สบายใจ",""
"เลย",""
"ละ",""
"กัน",""
"”",""
" ",""
""",""
"เอา",""
"ตรงๆ","noun"
"นะ","noun"
"…",""
"ตอนนั้น",""
"ผม","verb,noun,adjective"
"ไม่เชื่อ","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"หรอก","adverb,pronoun"
"ว่า","noun,verb"
"จะมี",""
"นักเตะ","pronoun,particle,interjection"
"ไทย",""
"ได้ไป","noun"
"ค้าแข้ง","conjunction,particle"
"ที่","noun,prefix,classifier,verb,adjective"
"อังกฤษ",""
"”",""
" ",""
"เกียรติ",""
"ประ","noun"
"วุฒิ","verb"
" ",""
"สาย",""
"แวว","noun,adjective"
" ",""
"กองหลัง","verb"
"วัย",""
" ",""
"29",""
" ",""
"ปี","adverb,preposition,conjunction,particle"
"ของ","adjective"
"เชี",""
"ยง",""
"ราย",""
"ใน",""
"ปัจจุบัน",""
" ",""
"เริ่ม",""
"เล่า",""
"ให้",""
" ",""
"FFT",""
" ",""
"TH",""
" ",""
"ฟัง",""
"เกี่ยวกับ",""
"ประสบการณ์",""
"ชีวิต",""
"เมื่อ",""
"ปี",""
" ",""
"2007",""
"“",""
"มัน",""
"ต้องเป็น","pronoun,noun"
"เรื่องตลก","verb,noun,adjective"
"ล้อเล่น","verb"
"แน่นอน","conjunction,verb"
" ",""
"ยิ่ง","verb"
"เป็น","pronoun,noun"
"ตัว","adjective,adverb,phrase"
"ผม",""
".",""
".",""
".",""
"ไม่มีทาง","adverb,phrase"
"เลย","verb,adjective,noun"
" ",""
"จน","verb,transitive,noun,adverb,particle"
"พี่",""
"นพ",""
" ",""
"(",""
"อรรณพ",""
" ",""
"สิงห์",""
"โต","conjunction,preposition,particle,verb"
"ทอง","noun"
" ",""
"ผู้บริหาร","verb"
"ของ","particle"
"ชล","adverb"
"บุรี",""
" ",""
"เอฟซี","conjunction,particle,idiom"
")",""
" ",""
"โทรมา","verb,phrase"
"แจ้ง","adverb,conjunction,verb,transitive,noun,pronoun"
"ว่า",""
"ผม","adverb,verb,preposition,adjective"
"จะต้องเดิน","verb,transitive,intransitive"
"ทางไป","adverb,conjunction,verb,transitive,noun,pronoun"
"อังกฤษ","adjective"
" ",""
"ผม","preposition,conjunction,adjective"
"ถึง","pronoun,noun"
"ได้เชื่อ","verb,transitive,intransitive,noun,adjective"
"ว่า","verb,transitive,intransitive"
"ผม","noun"
"กำลัง","noun,prefix,classifier,verb,adjective"
"จะได้ไป","noun"
"อังกฤษ",""
" ",""
"แต่","adverb"
"ก็",""
"ยัง","verb,transitive,intransitive"
"คิดว่า","noun"
" ",""
"ได้","conjunction,particle,idiom"
"โควต้า","verb"
"ไป","verb,adjective"
"ท่องเที่ยว","conjunction,adjective"
"เยี่ยม","noun,pronoun,verb,intransitive"
"ชม","adjective"
"สโมสร","particle"
"แมน",""
"ฯ",""
" ",""
"ซิ","verb"
"ตี้",""
" ",""
"แต่","preposition,verb,transitive,noun,adverb,intransitive"
"พอ","conjunction,adjective"
"หลังจากนั้น","verb,transitive,noun,adverb,particle"
"ผม","noun"
"มา","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"รู้",""
"ว่า","noun"
"ได้ไป","noun,pronoun,verb,intransitive"
"ร่วม","verb,transitive,noun,adjective"
"ทีม","noun"
"แมน","adverb,verb,pronoun"
"ฯ",""
" ",""
"ซิ","adverb,adjective,noun,preposition,verb"
"ตี้",""
".",""
".",""
".",""
"บอก","verb"
"ๆ",""
"ตรง",""
" ",""
"ผม","verb"
"อึ้ง",""
"ไป",""
" ",""
"3",""
"-",""
"4",""
" ",""
"วัน","verb"
""",""
" ",""
"ยุค","conjunction,particle,idiom"
"ปี","verb"
" ",""
"2007",""
" ",""
"คือ","adjective,interjection,adverb,noun"
" ",""
"ช่วงเวลา","noun"
"ที่","noun,pronoun,verb,intransitive"
" ",""
"พันตำรวจโท",""
" ",""
"ทักษิณ","verb"
" ",""
"ชิน","adverb,verb,pronoun"
"วัตร","verb,intransitive,noun"
" ",""
"อดีต","noun"
"นายกรัฐมนตรี","noun,pronoun,verb,intransitive"
" ",""
"ผู้","adverb,verb,pronoun"
"ถูก",""
"รัฐประหาร","conjunction,particle,idiom"
" ",""
"ได้","preposition,conjunction,adjective"
"เข้าไป","verb,phrase,idiom"
"เทค","verb,transitive,adjective,noun"
"โอ","adverb,conjunction,verb,transitive,noun,pronoun"
"เวอร์","conjunction"
"ทีม","adverb,conjunction,verb,transitive,noun,pronoun"
"แมน",""
"เช",""
"สเตอร์","adverb,conjunction,verb,transitive,noun,pronoun"
" ",""
"ซิ",""
"ตี้…",""
" ",""
"แน่นอน","pronoun,noun"
"ว่า","verb,intransitive,noun"
"นักธุรกิจ",""
"อย่าง","adverb,verb,pronoun"
"เขา","verb,transitive,noun,adjective"
" ",""
"ไม่ได้",""
"ซื้อ","noun"
"สโมสร","noun,pronoun,verb,intransitive"
"ฟุตบอล","conjunction,particle,idiom"
"มา","verb,noun,adjective"
"เป็นของ","verb"
"เล่น","conjunction,preposition,particle,verb"
" ",""
"และ","verb,transitive,intransitive,noun,adjective"
"การนำ","verb,phrase"
"นักเตะ","verb,transitive,preposition,conjunction,noun,prefix"
"ไทย","noun,pronoun,verb,intransitive"
"ไป","verb,transitive,intransitive,particle,noun"
"เซ็นสัญญา","conjunction"
"กับ","verb,transitive,intransitive"
"ทีม","noun,pronoun,verb,intransitive"
"ดัง","conjunction,verb"
"แดน","verb,noun"
"ผู้ดี","noun,pronoun,verb,intransitive"
" ",""
"ก็","conjunction"
"นับเป็น","verb,noun,adjective"
"เป็นการ","noun,conjunction"
"ตลาด","pronoun,noun"
"ที่","verb"
"ชาญฉลาด",""
"ที่สุด","noun"
"อย่างหนึ่ง","noun,pronoun,verb,intransitive"
" ",""
"แม้กระนั้น","adjective"
"คน","verb"
"ฟุตบอล","conjunction"
"ต่าง","noun,conjunction"
"รู้ดี","preposition,conjunction,adverb,noun"
"ว่า","pronoun,noun"
"มัน","particle"
"เป็น",""
"ไม่ได้","pronoun,noun"
"ที่","verb,noun"
"นักเตะ","verb"
"ไทย","verb,transitive,intransitive,particle,noun,adjective,conjunction"
" ",""
"ทั้ง",""
" ",""
"3",""
" ",""
"คน","verb,noun,adverb"
" ",""
"ได้แก่",""
" ",""
"เกียรติ",""
"ประ","conjunction,verb"
"วุฒิ","adverb,verb,pronoun"
" ",""
"สาย",""
"แวว","conjunction,particle,idiom"
",",""
" ",""
"สุ",""
"รี","verb,noun"
"ย์",""
" ",""
"สุขะ",""
" ",""
"และ","noun"
" ",""
"ธีร","adjective,adverb"
"ศิลป์","pronoun"
" ",""
"แดง","particle"
"ดา","verb,transitive,intransitive,noun"
" ",""
"จะได้","adjective,adverb,preposition,conjunction"
"ลงสนาม","verb"
" ",""
"เพราะ","verb"
"เงื่อนไข","adverb,verb,pronoun"
"เกี่ยวกับ",""
"ใบรับรอง","verb"
"อนุญาต","adverb,pronoun"
"ทำงาน","adjective,adverb"
" ",""
"และ","conjunction,particle,idiom"
"อื่นๆ","particle"
" ",""
"อีก","verb,noun"
"มากมาย","pronoun,noun"
" ",""
""",""
"ความจริง",""
"ก่อน","conjunction,particle,idiom"
"ไป","verb,transitive,intransitive"
"อังกฤษ","verb,noun,adverb"
" ",""
"ผม",""
"ได้","pronoun,noun"
"โทร","conjunction,particle,idiom"
"คุยกับ","verb"
" ",""
"“",""
"พี่",""
"เฮง","pronoun,noun"
"”",""
" ",""
"วิทยา","adverb,conjunction"
" ",""
"เลา","noun,pronoun,verb,intransitive"
"หกุล",""
"แล้ว","noun,pronoun,verb,intransitive"
"ด้วยซ้ำ","adjective"
"ว่า",""
"จะได้ไป","conjunction,particle,idiom"
"เล่น","verb"
"ที่","preposition,adjective,verb,noun"
"ญี่ปุ่น","conjunction,adjective"
"กับ","noun,classifier"
"ต็",""
"อ",""
"ต",""
"โต","verb"
"ริ","verb"
" ",""
"ถ้า","adverb,phrase"
"ไม่มี","conjunction,particle,idiom"
"โปรแกรม","verb"
"ไป","verb"
"อังกฤษ",""
"มา","verb,intransitive"
"ปาดหน้า","noun,verb,adjective,adverb"
" ",""
"ผม","pronoun,noun"
"ได้ไป",""
"ญี่ปุ่น","noun,pronoun,verb,intransitive"
"แล้ว","phrase"
"”",""
" ",""
"“",""
"ผม","noun,pronoun,verb,intransitive"
"เคยไป","noun,conjunction"
"ที่นั่น","adjective"
" ",""
"(",""
"แมน","noun,pronoun,verb,intransitive"
"เช",""
"สเตอร์","verb,particle,transitive,intransitive,noun"
" ",""
"ซิ",""
"ตี้",""
")",""
" ",""
"ก่อนหน้า","adverb"
"นั้น",""
"แล้ว","conjunction,preposition,particle,verb"
" ",""
"แต่","adverb,verb,preposition,adjective"
"เป็นการ","verb,intransitive"
"เก็บตัว","noun"
"กับ",""
"ทีม","adverb"
"ชาติ","pronoun,noun"
"นะ","conjunction,particle,idiom"
" ",""
"อย่างไรก็ตาม",""
"ครั้งนี้","adverb,phrase"
"แตกต่างกัน","noun,pronoun,verb,intransitive"
"ออกไป","conjunction,particle,idiom"
" ",""
"ผม","adjective,adverb,pronoun"
"รู้",""
"อยู่แล้ว","pronoun,noun"
"ว่าการ","verb,phrase"
"เดินทาง","conjunction"
"ไป","noun"
"แมน","noun"
"ฯ",""
" ",""
"ซิ","adverb"
"ตี้",""
" ",""
"เรา","conjunction,particle,idiom"
"ไม่ได้เล่น","verb"
"ที่","adjective"
"อังกฤษ",""
"หรอก","noun,pronoun,verb,intransitive"
" ",""
"คง","verb,noun"
"ได้","verb"
"แค่","noun,classifier"
"การ","pronoun"
"ฝึกซ้อม","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"เท่านั้น","adverb,preposition"
"แต่",""
"มัน","particle"
"ก็","adverb,noun"
"ยัง","verb"
"ตื่นเต้น","verb"
" ",""
"แม้","conjunction,preposition,particle,verb"
"รู้","adjective,adverb,noun,verb,intransitive,classifier"
"ว่า",""
"มัน","noun,pronoun,verb,intransitive"
"เป็นไปไม่ได้","verb"
"ว่า","verb"
"จะได้","adjective"
"ลงสนาม","adverb"
" ",""
"เพราะ","conjunction,adjective"
"ติด","noun"
"เงื่อนไข","pronoun"
"ปัญหา","particle"
"มากมาย","verb,transitive,intransitive,noun"
" ",""
"ซึ่ง",""
"ผู้ใหญ่","pronoun,noun"
"ก็","verb"
"บอก","verb,interjection"
"เรา","noun"
"ว่า","pronoun,noun"
"จะส่ง","verb"
"เรา",""
"ไป",""
"เล่น",""
"กับ",""
"สโมสร","adverb"
"พันธมิตร",""
"ทีม","pronoun,conjunction"
"อื่นๆ","conjunction,particle,idiom"
"ใน","verb"
"ยุ","noun"
"โร","verb,noun,adverb"
"ป”",""
" ",""
"“",""
"ผม",""
"จำได้","verb,adjective"
"เลย","preposition,conjunction,adverb,noun"
"…",""
" ",""
"ไปถึง","conjunction,particle,idiom"
"วัน","adjective,adverb"
"แรก","preposition,conjunction,adverb,noun"
" ",""
"เข้าไป","noun"
"เห็น",""
"สถานที่","noun,conjunction"
"ฝึกซ้อม","verb,transitive,noun,adjective"
"ที่","noun,classifier"
"คาร์","adverb,noun,pronoun"
"ริ","conjunction,particle,idiom"
"ง",""
"ตัน","verb,interjection"
" ",""
"ทั้ง","pronoun,noun"
"สนาม",""
"ซ้อม","pronoun,conjunction"
",",""
" ",""
"อากาศ",""
",",""
" ",""
"สิ่งอำนวยความสะดวก",""
"ต่างๆ","adjective"
" ",""
"มัน","noun,classifier"
"สุดยอด","pronoun,noun"
"และ",""
"เป็น","noun,conjunction"
"มือ","verb"
"อาชีพ","noun"
"มาก","noun,pronoun,verb,intransitive"
" ",""
"ยิ่ง",""
"ที่","pronoun,noun"
"เมือง","verb"
"ไทย","adverb"
"สมัยก่อน",""
"นั้น","verb,intransitive,adverb"
"มัน","pronoun,noun"
"ไม่มีอะไร","adverb,preposition"
"เลย",""
"ด้วย","adjective,phrase"
" ",""
"มัน","preposition,conjunction,adverb,noun"
"ยิ่ง","noun"
"ทำให้","noun,pronoun,verb,intransitive"
"รู้สึก","verb,transitive,noun,adverb,particle"
"ว่า","conjunction,adjective"
"ทุกอย่าง","particle"
"มัน","noun"
"ดี","verb"
"ไปหมด","verb,transitive,preposition,conjunction,noun,prefix"
" ",""
"ภายใต้","verb,transitive,intransitive,adjective"
"การทำ",""
"ทีม","preposition,conjunction,adjective"
"ของ","adverb"
" ",""
"ส",""
"เวน","adjective,verb"
" ",""
"โก","noun,pronoun,verb,intransitive"
"รัน",""
" ",""
"อิ",""
"ริ","noun,pronoun,verb,intransitive"
"ค","verb"
"ส์",""
"สัน","verb,transitive,intransitive"
" ",""
"ผม","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"ได้","adverb,preposition"
"เห็น",""
"ผู้","pronoun,noun"
"เล่น","conjunction,particle,idiom"
"อย่าง","verb,transitive,adjective,noun"
" ",""
"ดี","noun,pronoun,verb,intransitive"
"ท",""
"มาร์",""
" ",""
"ฮา","noun"
"มัน","verb,noun,transitive,intransitive"
"น์",""
" ",""
"ที่",""
"ติดตาม","conjunction,preposition,particle,verb"
"ทาง",""
"โทรทัศน์","verb"
"และ","adverb"
"ชื่นชอบ",""
"มา","verb,intransitive,preposition,adjective,transitive,adverb"
"ตั้งแต่","noun"
"เด็กๆ",""
",",""
" ",""
"ดา","conjunction,preposition,particle,verb"
"ริ","noun,preposition,verb,classifier"
"อุส",""
" ",""
"วา","conjunction,particle,idiom"
"ส",""
"เซลล์",""
",",""
" ",""
"จอ","verb,intransitive"
"ร์",""
"จอ","pronoun,noun"
"ร์จ",""
" ",""
"ซา","noun,pronoun,verb,intransitive"
"มา",""
"รา","conjunction,preposition,particle,verb"
"ส",""
",",""
" ",""
"แคสเป",""
"อ","particle"
"ร์",""
" ",""
"ชไม",""
"เคิล",""
" ",""
"ที่","pronoun,noun"
"ตอนนั้น","verb"
"ยังเป็น","adverb,verb,preposition,adjective"
"แค่","particle,noun,pronoun,adverb,interjection,verb,adjective"
"มือ","adjective,interjection,adverb,noun"
" ",""
"2",""
"”",""
" ",""
"“",""
"และ","adjective,adverb,preposition,conjunction"
"ถัด",""
"มา","noun"
"อีก","adjective,phrase"
"วัน","adverb,verb,pronoun"
"เรา","particle"
"ก็",""
"ไป","pronoun,noun"
"นั่ง","verb,intransitive"
"ชม","conjunction"
"เกม","verb"
"ดา","pronoun,adverb"
"ร์",""
"บี้","pronoun,noun"
"แมตช์","verb,transitive,intransitive,prefix,conjunction,preposition"
" ",""
"ระหว่าง","adjective,verb,noun"
" ",""
"แมน",""
"ฯ",""
" ",""
"ซิ","noun"
"ตี้",""
" ",""
"กับ","verb,noun,transitive,intransitive"
"แมน","noun,classifier"
"ฯ",""
" ",""
"ยู","adjective,adverb,pronoun"
"ไน",""
"เต็ด”",""
"คาร์","noun"
" ",""
"เริ่ม","particle"
"เล่า","verb,transitive,intransitive,noun"
"อย่าง","phrase"
"อารมณ์ดี",""
"ทุกอย่าง","pronoun,noun"
"ดู","verb"
"แสน","noun,pronoun,verb,intransitive"
"สวย","verb"
"งาม","conjunction,adjective"
"…",""
" ",""
"คาร์",""
"-",""
"เกียรติ","pronoun,noun"
"ประ","adjective,noun"
"วุฒิ",""
" ",""
"ไป","noun"
"พร้อม","adjective"
"เพื่อน","preposition,conjunction,adjective"
"คนไทย","verb"
"กับ","verb,transitive,noun,adverb,particle"
" ",""
"“มุ้ย”",""
" ",""
"ธีร","noun"
"ศิลป์","noun,pronoun,verb,intransitive"
" ",""
"แดง","adjective,noun"
"ดา",""
" ",""
"กองหน้า",""
"ทีม","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"ชาติ","adverb,preposition"
"รุ่น",""
"น้อง","pronoun,preposition,noun,conjunction,prefix,particle,classifier"
" ",""
"กับ","adverb,verb,preposition,adjective"
" ",""
"“",""
"เปรม",""
"”",""
" ",""
"สุ","conjunction,particle,idiom"
"รี","noun"
"ย์",""
" ",""
"สุขะ",""
" ",""
"กองหลัง","pronoun,noun"
"ทีม","particle"
"ชาติ","adverb"
"รุ่นพี่","particle"
" ",""
"ทำให้","verb,transitive,intransitive,noun"
"การใช้","verb,phrase,idiom"
"ชีวิต","verb"
" ",""
"ณ",""
" ",""
"เมือง","conjunction"
"แมน","noun"
"เช",""
"สเตอร์","verb,transitive,intransitive,particle,noun"
" ",""
"ดินแดน",""
"ทาง",""
"ตอนเหนือ",""
"ของ",""
"อังกฤษ",""
" ",""
"ไม่",""
"หว้า",""
"เหว่",""
" ",""
"เขา",""
"กระสัน",""
"อยาก",""
"จะ",""
"ลง",""
"ฝึกซ้อม",""
"ไวๆ",""
" ",""
"แต่",""
"ท่ามกลาง",""
"ฝน","noun"
"ที่",""
"ตกลงมา","particle"
"พร่ำ",""
"ๆ",""
